# ALPHA = 0.5
# NUMBER_OF_TESTS = 11

# _SET1_  VARIABLE = Astrocytes (set)
# _SET1_  NGENES = 288
# _SET1_  P-VALUE = 0.0203568
_SET1_   GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET4_   RAB18         10   27758103   27841166    387      40  219128      -1.5758      0.94973    5.6534e-05      -1.5758
_SET4_   WAC           10   28786355   28922041    508      43  255344    -0.096655      0.54057    5.6534e-05    -0.096711
_SET4_   ZNF438        10   31123563   31355866   1164      56  260810       1.0792      0.13938    5.6534e-05       1.0792
_SET4_   ZEB1          10   31572825   31828742    716      55  186337     -0.36045      0.70505    5.6534e-05     -0.36051
_SET4_   ARHGAP12      10   32084326   32252804    723      50  197272     -0.14388       0.5847    5.6534e-05     -0.14394
_SET4_   KIF5B         10   32287938   32380371    403      51  256804     -0.94559      0.84682    5.6534e-05     -0.94565
_SET4_   EPC1          10   32546644   32702726    823      64  242954     -0.94848      0.84791    5.6534e-05     -0.94854
_SET4_   CCDC7         10   32700057   33181805   2585      54  306481       0.5618      0.27086    5.6534e-05      0.56174
_SET4_   ITGB1         10   33179246   33282293    469      58  278176      0.77831       0.2398    5.6534e-05      0.77825
_SET4_   NRP1          10   33456419   33658833   1123     114  300731     -0.40625      0.71316    5.6534e-05      -0.4063
_SET4_   PARD3         10   34388488   35139253   3371     151  234675       1.1695      0.17735    5.6534e-05       1.1694
_SET4_   CUL2          10   35287479   35414570    550      34  249707     -0.92851       0.8163    5.6534e-05     -0.92857
_SET4_   CREM          10   35380769   35511886    552      30  238289       -1.061       0.8471    5.6534e-05       -1.061
_SET4_   ZNF248        10   38055454   38182012    717      34  276330      0.51934      0.29831    5.6534e-05      0.51928
_SET4_   ZNF25         10   38228500   38300584    365      44  221138       1.0333      0.17944    5.6534e-05       1.0333
_SET4_   ZNF33A        10   38264578   38363946    503      38  233747      0.84354      0.21504    5.6534e-05      0.84348
_SET4_   ZNF33B        10   43074532   43169016    499      62  209767       1.4474       0.1022    5.6534e-05       1.4474
_SET4_   BMS1          10   43242954   43340385    536      49  246932      0.20656      0.44283    5.6534e-05       0.2065
_SET4_   CSGALNACT2    10   43598893   43690756    427      55  261372     -0.98192      0.85987    5.6534e-05     -0.98197
_SET4_   MARCHF8       10   45940033   46125354    887      33  228146       1.6233     0.053396    5.6534e-05       1.6233
_SET4_   ZFAND4        10   46101039   46203251    376      29  259310       1.1256      0.14192    5.6534e-05       1.1256
_SET4_   AGAP4         10   46311040   46393501      1       1    3700      -1.9607       0.9823    5.6534e-05      -1.9608
_SET4_   PTPN20        10   48727042   48862942      4       2    6711      -0.3327      0.68292    5.6534e-05     -0.33276
_SET4_   MAPK8         10   49479682   49657403    735      60  246907      0.12432      0.48712    5.6534e-05      0.12426
_SET4_   OGDHL         10   50932687   51005425    375      46  261595      0.24346      0.42437    5.6534e-05      0.24341
_SET4_   PARG          10   51016325   51406346    259      43  194007      0.25745      0.45666    5.6534e-05       0.2574
_SET4_   PRKG1         10   52715911   54068110   7570     353  261640    -0.096793      0.71877    5.6534e-05    -0.096849
_SET4_   PCDH15        10   55552531   56596051   6617     220  278904     -0.81805      0.87582    5.6534e-05     -0.81811
_SET4_   IPMK          10   59941278   60062694    659      28  296411     -0.50351      0.67011    5.6534e-05     -0.50357
_SET4_   CISD1         10   59993862   60060752    360      25  297735     -0.39816      0.63976    5.6534e-05     -0.39822
_SET4_   PHYHIPL       10   60901348   61017815    471      46  182096      -1.2702      0.92641    5.6534e-05      -1.2703
_SET4_   CCDC6         10   61538505   61701414    948      53  298362       1.1689      0.11596    5.6534e-05       1.1688
_SET4_   ANK3          10   61776056   62528284   3924     167  274965      0.13044      0.54767    5.6534e-05      0.13039
_SET4_   ARID5B        10   63626013   63866707   1113     157  240212      0.68105      0.36247    5.6534e-05      0.68099
_SET4_   JMJD1C        10   64916983   65260880   1530      65  224700      0.32153      0.40743    5.6534e-05      0.32148
_SET4_   LRRTM3        10   68650792   68871309   1022     100  242179     -0.63885      0.78272    5.6534e-05     -0.63891
_SET4_   HERC4         10   69671656   69870103    758      58  227549     -0.45771      0.71918    5.6534e-05     -0.45776
_SET4_   HNRNPH3       10   70056768   70112953    241      33  301913      -1.1984       0.8929    5.6534e-05      -1.1984
_SET4_   RUFY2         10   70090864   70202051    498      48  243038      -1.4926      0.94672    5.6534e-05      -1.4926
_SET4_   SLC25A16      10   70232090   70322280    427      36  313757     -0.93466      0.83246    5.6534e-05     -0.93471
_SET4_   CCAR1         10   70445956   70562134    497      49  232930      0.38799      0.39076    5.6534e-05      0.38793
_SET4_   DDX50         10   70626034   70716603    440      54  274421      0.13961      0.48579    5.6534e-05      0.13956
_SET4_   HK1           10   70994740   71171638   1109     140  257299     -0.29915       0.7144    5.6534e-05     -0.29921
_SET4_   PPA1          10   71952586   72028667    433      64  298584     -0.92937      0.85002    5.6534e-05     -0.92943
_SET4_   SGPL1         10   72540704   72650946    605      53  303813     -0.51304      0.71183    5.6534e-05      -0.5131
_SET4_   PSAP          10   73566055   73646082    470      66  270771       1.2423      0.12574    5.6534e-05       1.2422
_SET4_   SPOCK2        10   73808792   73883790    352      47  225161      0.40755        0.368    5.6534e-05       0.4075
_SET4_   ASCC1         10   73845790   74011892    691      48  183990      0.35857      0.41278    5.6534e-05      0.35852
_SET4_   ANAPC16       10   73940758   74005618    299      28  223936     0.046932      0.52441    5.6534e-05     0.046876
_SET4_   MICU1         10   74117084   74420949   1181      43  181033       1.8919     0.031009    5.6534e-05       1.8918
_SET4_   MCU           10   74416889   74657452    730      64  152057       1.0506      0.19617    5.6534e-05       1.0506
_SET4_   P4HA1         10   74756975   74891732    592      30  189675       1.0135      0.17831    5.6534e-05       1.0135
_SET4_   DNAJC9        10   74992582   75042025    215      19  249974      0.24531      0.42938    5.6534e-05      0.24525
_SET4_   CFAP70        10   75003516   75154425    635      28  262518      0.28959      0.39644    5.6534e-05      0.28953
_SET4_   ANXA7         10   75125189   75208841    327      24  161128       1.3708      0.10579    5.6534e-05       1.3708
_SET4_   PPP3CB        10   75186563   75290782    431      29  110380       1.6263     0.067095    5.6534e-05       1.6262
_SET4_   ZSWIM8        10   75510334   75571556    163      48  186743      0.55477      0.37342    5.6534e-05      0.55471
_SET4_   CAMK2G        10   75562259   75669349    357      51  205297       1.3565      0.10978    5.6534e-05       1.3564
_SET4_   VCL           10   75722836   75889918    623      73  201270        2.562    0.0086303    5.6534e-05        2.562
_SET4_   ADK           10   75875943   76479061   2051      66  216399        2.982    0.0018424    5.6534e-05       2.9819
_SET4_   KAT6B         10   76549685   76802380    724      57  202370      0.48952      0.37555    5.6534e-05      0.48947
_SET4_   SAMD8         10   76836275   76951881    452      50  286929      0.58513      0.29249    5.6534e-05      0.58507
_SET4_   KCNMA1        10   78619359   79432577   4084     293  244084      0.11854      0.66045    5.6534e-05      0.11848
_SET4_   POLR3A        10   79724907   79824298    438      61  163267      -1.0763      0.90688    5.6534e-05      -1.0763
_SET4_   PRXL2A        10   82132585   82202753    408      37  291414      -0.5851      0.70606    5.6534e-05     -0.58516
_SET4_   NRG3          10   83600070   84756935   5553     308  264910      0.23155       0.6086    5.6534e-05      0.23149
_SET4_   CCSER2        10   86053342   86288276   1056      43  306974      -1.6634      0.94681    5.6534e-05      -1.6634
_SET4_   GRID1         10   87349312   88161250   4166     255  262810     -0.32244      0.79458    5.6534e-05      -0.3225
_SET4_   WAPL          10   88185013   88316541    580      52  265967     -0.52071       0.7325    5.6534e-05     -0.52076
_SET4_   BMPR1A        10   88481396   88694945    964      61  251614     -0.58452      0.74415    5.6534e-05     -0.58457
_SET4_   SNCG          10   88682504   88733017    233      55  280450      0.43938      0.36545    5.6534e-05      0.43932
_SET4_   GLUD1         10   88799959   88889776    318      43  287543      0.73511      0.24083    5.6534e-05      0.73505
_SET4_   SHLD2         10   88819953   88961225    399      43  294000      0.64053      0.26079    5.6534e-05      0.64047
_SET4_   ATAD1         10   89501608   89636111    519      58  190982     -0.65355      0.78578    5.6534e-05     -0.65361
_SET4_   PTEN          10   89588195   89738532    666      46  145276      -0.6423      0.79392    5.6534e-05     -0.64236
_SET4_   RNLS          10   90023621   90378611   1577     107  232211     -0.96825      0.87353    5.6534e-05     -0.96831
_SET4_   STAMBPL1      10   90604597   90745343    687      69  218605       1.6939     0.061931    5.6534e-05       1.6939
_SET4_   PCGF5         10   92887769   93054088    636      75  275816      0.35023      0.40529    5.6534e-05      0.35017
_SET4_   HECTD2        10   93134037   93284586    441      41  227061       -1.566      0.95519    5.6534e-05      -1.5661
_SET4_   TNKS2         10   93523151   93635232    427      45  266538      0.66266      0.26286    5.6534e-05       0.6626
_SET4_   BTAF1         10   93648526   93800755    537      55  259642     -0.22262      0.60757    5.6534e-05     -0.22268
_SET4_   CPEB3         10   93796452   94085875    893      88  198742     0.056174      0.55043    5.6534e-05     0.056118
_SET4_   IDE           10   94201441   94368852    733      64  282124       1.1663      0.14137    5.6534e-05       1.1662
_SET4_   EXOC6         10   94555887   94829251   1116      61  260428      0.64712      0.27408    5.6534e-05      0.64706
_SET4_   FRA10AC1      10   95417640   95497329    424      33  296819     -0.40946       0.6334    5.6534e-05     -0.40952
_SET4_   LGI1          10   95482566   95567916    443      92  255714       1.2394      0.14936    5.6534e-05       1.2394
_SET4_   SORBS1        10   97061530   97356171   1628     136  298934       0.7694      0.28356    5.6534e-05      0.76935
_SET4_   ZNF518A       10   97854472   97933517    338      47  251063     -0.77598      0.80539    5.6534e-05     -0.77603
_SET4_   TM9SF3        10   98267867   98381809    574      43  221829      0.40452      0.36427    5.6534e-05      0.40446
_SET4_   LCOR          10   98557017   98734198    603      69  180413     0.025371      0.58472    5.6534e-05     0.025314
_SET4_   SLIT1         10   98747795   98980683   1210     167  239244     -0.56063      0.81672    5.6534e-05     -0.56069
_SET4_   PGAM1         10   99151027   99203198    251      46  252254      -0.3338      0.66679    5.6534e-05     -0.33386
_SET4_   ZFYVE27       10   99461878   99530664    374      53  247009     -0.84376      0.83422    5.6534e-05     -0.84381
_SET4_   CNNM1         10  101053856  101164087    537      66  254391      0.20629      0.46469    5.6534e-05      0.20623
_SET4_   GOT1          10  101146627  101225530    288      65  212159      0.82928      0.26921    5.6534e-05      0.82923
_SET4_   BTRC          10  103078790  103327078    939      55  258372      0.44511      0.32653    5.6534e-05      0.44505
_SET4_   FBXW4         10  103360421  103490345    405      53  192052     0.067706      0.54063    5.6534e-05     0.067649
_SET4_   OGA           10  103534200  103613930    241      68  211963       2.1664     0.027034    5.6534e-05       2.1663
_SET4_   ARMH3         10  103595356  103850932    793      86  202358       1.7687     0.061654    5.6534e-05       1.7687
_SET4_   GBF1          10  103970255  104152656    524      67  246522       1.4311       0.0962    5.6534e-05       1.4311
_SET4_   PSD           10  104152374  104214691    196      70  232627        2.094     0.031967    5.6534e-05        2.094
_SET4_   ARL3          10  104423484  104509190    300      50  249130       0.1946      0.46251    5.6534e-05      0.19454
_SET4_   CNNM2         10  104643075  104848344    872      49  280457      0.66086      0.25285    5.6534e-05       0.6608
