# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
CRABP1        15   78597666   78650572    267      67  218614      0.80578    5.6534e-05      0.80573
IREB2         15   78695518   78803798    492      62  214375       1.4041    5.6534e-05       1.4041
HYKK          15   78764906   78839715    332      44  242788       1.6601    5.6534e-05         1.66
PSMA4         15   78797747   78851562    242      32  256982        1.719    5.6534e-05        1.719
CHRNA5        15   78822862   78897611    350      38  242165        1.371    5.6534e-05       1.3709
CHRNA3        15   78875394   78948637    331      50  227589      0.83002    5.6534e-05      0.82996
CHRNB4        15   78906636   78968587    324      55  229395      0.83405    5.6534e-05        0.834
ADAMTS7       15   79041545   79138805    623      49  250210      -1.3315    5.6534e-05      -1.3316
MORF4L1       15   79097903   79200081    609      46  278125       0.1684    5.6534e-05      0.16835
CTSH          15   79204092   79272436    401      62  233767      0.27751    5.6534e-05      0.27746
RASGRF1       15   79242289   79418215    873     149  266301      0.15601    5.6534e-05      0.15596
ANKRD34C      15   79540146   79600581    280      45  272559      0.40145    5.6534e-05       0.4014
TMED3         15   79568404   79685802    648      75  262481      -1.0279    5.6534e-05      -1.0279
MINAR1        15   79689858   79774642    457      63  256389      0.11646    5.6534e-05       0.1164
MTHFS         15   80125889   80224627    646      55  242101      -1.3324    5.6534e-05      -1.3324
ST20          15   80181182   80251096    474      52  259377      -1.6704    5.6534e-05      -1.6705
BCL2A1        15   80243232   80298643    226      47  198686     -0.66947    5.6534e-05     -0.66952
ZFAND6        15   80316910   80440735    599      63  217472       -1.034    5.6534e-05       -1.034
FAH           15   80410233   80488924    412      71  263092     -0.76328    5.6534e-05     -0.76333
ARNT2         15   80661692   80900278   1290     150  235801     -0.72593    5.6534e-05     -0.72599
ABHD17C       15   80952635   81057962    609      65  227953      0.14631    5.6534e-05      0.14625
CEMIP         15   81036712   81254112   1087     181  191151      0.48328    5.6534e-05      0.48323
MESD          15   81229667   81317235    378      36  242523     0.037685    5.6534e-05     0.037629
TLNRD1        15   81258295   81306345    224      27  285023     0.056616    5.6534e-05     0.056559
CFAP161       15   81356749   81451516    461      50  216814      -1.0127    5.6534e-05      -1.0128
IL16          15   81439941   81615104    915      96  232273      -1.4004    5.6534e-05      -1.4005
STARD5        15   81595007   81651524    303      46  268735     -0.64433    5.6534e-05     -0.64438
TMC3          15   81614760   81701418    384      71  232498      0.43301    5.6534e-05      0.43295
MEX3B         15   82324119   82373484    249      80  203357       1.5538    5.6534e-05       1.5537
EFL1          15   82412561   82590104    786      64  286423      0.50789    5.6534e-05      0.50783
SAXO2         15   82520152   82587271    282      46  283631      0.70759    5.6534e-05      0.70753
GOLGA6L10     15   82622347   82676706      1       1    8129     -0.62949    5.6534e-05     -0.62955
GOLGA6L9      15   82674883   82741587      2       1  243087    -0.025557    5.6534e-05    -0.025614
GOLGA6L19     15   83001400   83053196      1       1  482730      0.20643    5.6534e-05      0.20637
CPEB1         15   83201948   83351762    699      65  224227       1.2509    5.6534e-05       1.2509
AP3B2         15   83318033   83413660    434      66  249705      0.91956    5.6534e-05       0.9195
FSD2          15   83416827   83509850    392      57  262890     -0.69995    5.6534e-05         -0.7
WHAMM         15   83441959   83513613    293      44  278559     -0.73456    5.6534e-05     -0.73462
HOMER2        15   83507729   83689905    736      84  253276     -0.49166    5.6534e-05     -0.49172
RAMAC         15   83619955   83669809    177      47  247735      0.14683    5.6534e-05      0.14677
C15orf40      15   83647715   83716050    268      51  248767    -0.097533    5.6534e-05    -0.097589
BTBD1         15   83675175   83771106    393      56  244271      0.20862    5.6534e-05      0.20857
TM6SF1        15   83741301   83816111    235      66  215757      0.47124    5.6534e-05      0.47119
HDGFL3        15   83796804   83911770    429      43  225545     -0.43017    5.6534e-05     -0.43023
BNC1          15   83914655   83988468    228      55  200735     -0.33519    5.6534e-05     -0.33524
SH3GL3        15   84081091   84297495    936     127  246129      0.79182    5.6534e-05      0.79176
ADAMTSL3      15   84287838   84718594   1969     115  257026       1.0457    5.6534e-05       1.0456
UBE2Q2L       15   84806138   84864921    138      53  189007      -1.0813    5.6534e-05      -1.0813
GOLGA6L4      15   84869525   84924120     85      36  223695       0.2178    5.6534e-05      0.21774
ZSCAN2        15   85109249   85176947    286      58  213630     -0.53199    5.6534e-05     -0.53204
WDR73         15   85175607   85232521    245      59  234473     -0.42182    5.6534e-05     -0.42188
NMB           15   85188360   85236802    202      54  230348     -0.31398    5.6534e-05     -0.31403
SEC11A        15   85202768   85294691    371      56  232902      0.36225    5.6534e-05       0.3622
ZNF592        15   85256818   85359663    430      56  232042      0.43925    5.6534e-05       0.4392
ALPK3         15   85324911   85426713    482      81  252813       0.2654    5.6534e-05      0.26535
SLC28A1       15   85392794   85499027    724     110  274808     -0.74443    5.6534e-05     -0.74448
PDE8A         15   85488744   85692376   1112      67  279884     -0.33494    5.6534e-05       -0.335
AKAP13        15   85888818   86302589   2385      86  290902     -0.18734    5.6534e-05      -0.1874
KLHL25        15   86292557   86373189    692      88  291572      0.61366    5.6534e-05      0.61361
AGBL1         15   86588137   87582283   6631     278  271772      -1.1208    5.6534e-05      -1.1209
NTRK3         15   88409948   88835026   2199     172  190746     -0.48331    5.6534e-05     -0.48336
MRPS11        15   88975684   89031861    238      39   70435       -1.032    5.6534e-05       -1.032
MRPL46        15   88992709   89045633    251      42   84565     -0.41646    5.6534e-05     -0.41652
DET1          15   89026449   89124934    476      55  231350       1.4067    5.6534e-05       1.4066
AEN           15   89129527   89185512    320      44  262230     0.041315    5.6534e-05     0.041259
ISG20         15   89143904   89208881    408      73  266492      0.23021    5.6534e-05      0.23016
ACAN          15   89311674   89428585    648     129  229376      -1.4978    5.6534e-05      -1.4979
HAPLN3        15   89410519   89473857    356      61  268206      0.70342    5.6534e-05      0.70336
MFGE8         15   89431914   89491685    363      56  264742      0.77788    5.6534e-05      0.77782
ABHD2         15   89596381   89755591    852      90  237141     -0.55273    5.6534e-05     -0.55279
RLBP1         15   89743098   89799922    334      45  171493      0.59018    5.6534e-05      0.59012
FANCI         15   89750634   89870362    744      46  148016      0.33791    5.6534e-05      0.33786
POLG          15   89849536   89913026    404      67  152948      -1.0324    5.6534e-05      -1.0325
RHCG          15   90004638   90074799    348      53  179859     -0.69942    5.6534e-05     -0.69948
TICRR         15   90083818   90181254    434      34  306455      -1.0253    5.6534e-05      -1.0254
KIF7          15   90161201   90233725    275      56  248754     -0.46416    5.6534e-05     -0.46422
PLIN1         15   90197598   90257648    285      52  286554     0.035008    5.6534e-05     0.034951
WDR93         15   90199028   90296869    451      49  288803    -0.087715    5.6534e-05    -0.087771
PEX11A        15   90214762   90269015    277      31  323304     -0.11805    5.6534e-05      -0.1181
MESP1         15   90283098   90329540    283      24  299637     -0.77202    5.6534e-05     -0.77208
MESP2         15   90284589   90331985    291      24  303105      -0.7063    5.6534e-05     -0.70636
ANPEP         15   90318126   90393119    410      75  271434      -1.4918    5.6534e-05      -1.4919
AP3S2         15   90363831   90472617    447      57  251326     -0.61504    5.6534e-05      -0.6151
ARPIN         15   90433832   90491222    244      62  244898      0.15762    5.6534e-05      0.15756
ZNF710        15   90509197   90635432    560      87  200490      0.50261    5.6534e-05      0.50255
IDH2          15   90616283   90680730    352      49  239591      -1.3485    5.6534e-05      -1.3485
SEMA4B        15   90692985   90782897    592      52  239662     -0.23372    5.6534e-05     -0.23378
GDPGP1        15   90742487   90795312    354      39  245571     -0.11478    5.6534e-05     -0.11484
CIB1          15   90763477   90843991    466      51  212076      0.36466    5.6534e-05      0.36461
NGRN          15   90773895   90825443    290      29  239082      0.25392    5.6534e-05      0.25386
ZNF774        15   90860477   90915884    395      30  271993     -0.11656    5.6534e-05     -0.11661
IQGAP1        15   90896473   91055475    910      48  226502     0.022884    5.6534e-05     0.022828
CRTC3         15   91038118   91198577    894      57  250695     -0.70715    5.6534e-05     -0.70721
BLM           15   91225579   91368686    718      70  239656     -0.55283    5.6534e-05     -0.55288
FURIN         15   91376885   91436687    326      55  183304      -1.0175    5.6534e-05      -1.0175
FES           15   91392665   91449006    284      45  198740      -1.7463    5.6534e-05      -1.7464
MAN2A2        15   91412420   91475815    355      71  221262      -1.8578    5.6534e-05      -1.8578
UNC45A        15   91438410   91507323    396      58  263833       -1.292    5.6534e-05      -1.2921
RCCD1         15   91463106   91516355    313      44  276032      -1.1918    5.6534e-05      -1.1919
HDDC3         15   91464148   91510792    268      39  275131      -1.0964    5.6534e-05      -1.0964
PRC1          15   91499268   91572881    436      48  256804      -1.6852    5.6534e-05      -1.6853
VPS33B        15   91531774   91600833    487      83  250908      -1.9433    5.6534e-05      -1.9434
SV2B          15   91607996   91854539   1414     126  242364     -0.59292    5.6534e-05     -0.59298
SLCO3A1       15   92361938   92725665   1988     184  258309      0.77791    5.6534e-05      0.77785
ST8SIA2       15   92902140   93021958    751     110  223160       1.5922    5.6534e-05       1.5921
FAM174B       15   93150678   93234031    488      83  257074       0.5175    5.6534e-05      0.51744
CHD2          15   93407286   93581237    871      85  254311      0.84459    5.6534e-05      0.84454
RGMA          15   93576636   93667443    674     131  250482      0.49467    5.6534e-05      0.49461
MCTP2         15   94739772   95037181   1610     211  254057      0.22235    5.6534e-05      0.22229
NR2F2         15   96834157   96893492    206      61  199660     -0.66753    5.6534e-05     -0.66758
ARRDC4        15   98468933   98527068    389      68  304896       2.2204    5.6534e-05       2.2203
FAM169B       15   98970391   99092611    669      75  249164      0.29396    5.6534e-05       0.2939
IGF1R         15   99157272   99517759   1830     212  251695      -1.4796    5.6534e-05      -1.4797
