Gene stable ID	Gene name	Gene % GC content	Gene type	HGNC symbol
ENSG00000267582	AC020916.2	59.17	lncRNA	
ENSG00000261061	AC092718.4	43.44	lncRNA	
ENSG00000267519	AC020916.1	57.53	lncRNA	
ENSG00000257517	AC026765.2	45.09	lncRNA	
ENSG00000283459	AC009804.2	45.02	lncRNA	
ENSG00000213041	AC093422.1	44.02	processed_pseudogene	
ENSG00000274879	AC009804.1	49.16	processed_pseudogene	
ENSG00000133059	DSTYK	43.60	protein_coding	DSTYK
ENSG00000140905	GCSH	43.92	protein_coding	GCSH
ENSG00000257958	AC008125.1	47.23	lncRNA	
ENSG00000281693	AC217775.1	50.18	lncRNA	
ENSG00000275129	AC243994.1	42.20	processed_pseudogene	
ENSG00000257519	AC078880.1	42.52	lncRNA	
ENSG00000132003	ZSWIM4	53.53	protein_coding	ZSWIM4
ENSG00000275621	AC139677.1	42.50	protein_coding	
ENSG00000271579	AC078880.3	47.19	lncRNA	
ENSG00000276308	AC078880.4	41.17	lncRNA	
ENSG00000169621	APLF	37.87	protein_coding	APLF
ENSG00000276972	AC078880.5	31.59	lncRNA	
ENSG00000044574	HSPA5	44.05	protein_coding	HSPA5
ENSG00000257726	AC078880.2	40.66	lncRNA	
ENSG00000285644	AC108448.3	49.94	lncRNA	
ENSG00000247473	CARS-AS1	47.09	lncRNA	CARS-AS1
ENSG00000258108	AC009803.2	45.60	lncRNA	
ENSG00000277513	AL161637.1	44.90	processed_pseudogene	
ENSG00000275650	TTYH1	58.66	protein_coding	TTYH1
ENSG00000286356	AC135726.1	46.41	lncRNA	
ENSG00000262961	AC006236.1	55.46	processed_pseudogene	
ENSG00000102172	SMS	43.39	protein_coding	SMS
ENSG00000244556	ODCP	43.93	processed_pseudogene	ODCP
ENSG00000148814	LRRC27	51.67	protein_coding	LRRC27
ENSG00000253743	MARK2P11	50.12	unprocessed_pseudogene	MARK2P11
ENSG00000226466	RPA2P2	44.47	processed_pseudogene	RPA2P2
ENSG00000121774	KHDRBS1	43.61	protein_coding	KHDRBS1
ENSG00000275949	AC139677.2	43.32	protein_coding	
ENSG00000213414	AC008677.1	59.83	processed_pseudogene	
ENSG00000196502	SULT1A1	52.56	protein_coding	SULT1A1
ENSG00000287358	AL096706.1	50.16	lncRNA	
ENSG00000236869	ZKSCAN7-AS1	42.72	lncRNA	ZKSCAN7-AS1
ENSG00000271900	AC025627.4	45.08	processed_pseudogene	
ENSG00000214820	MPRIPP1	59.78	processed_pseudogene	MPRIPP1
ENSG00000227225	MTND1P14	40.63	unprocessed_pseudogene	MTND1P14
ENSG00000287770	AC107385.2	42.86	unprocessed_pseudogene	
ENSG00000242752	NMTRQ-TTG12-1	40.28	unprocessed_pseudogene	NMTRQ-TTG12-1
ENSG00000169981	ZNF35	42.60	protein_coding	ZNF35
ENSG00000171557	FGG	37.19	protein_coding	FGG
ENSG00000169618	PROKR1	46.47	protein_coding	PROKR1
ENSG00000214525	AC130709.1	58.00	processed_pseudogene	
ENSG00000179314	WSCD1	50.83	protein_coding	WSCD1
ENSG00000226230	AC007237.1	47.49	processed_pseudogene	
ENSG00000242207	HOXB-AS4	52.24	lncRNA	HOXB-AS4
ENSG00000286855	AC074024.1	35.92	lncRNA	
ENSG00000231322	RPL13AP17	38.95	transcribed_processed_pseudogene	RPL13AP17
ENSG00000170689	HOXB9	55.85	protein_coding	HOXB9
ENSG00000278985	AC092718.7	39.02	TEC	
ENSG00000206203	TSSK2	57.49	protein_coding	TSSK2
ENSG00000228451	SDAD1P1	39.98	transcribed_processed_pseudogene	SDAD1P1
ENSG00000110697	PITPNM1	62.46	protein_coding	PITPNM1
ENSG00000100056	ESS2	55.92	protein_coding	ESS2
ENSG00000281120	AC006355.2	35.36	lncRNA	
ENSG00000223872	AC006372.1	48.63	lncRNA	
ENSG00000226978	MAGI2-AS2	34.74	lncRNA	MAGI2-AS2
ENSG00000120068	HOXB8	57.84	protein_coding	HOXB8
ENSG00000103121	CMC2	40.64	protein_coding	CMC2
ENSG00000229110	AC006355.1	44.96	processed_pseudogene	
ENSG00000251276	MAGI2-AS1	38.05	lncRNA	MAGI2-AS1
ENSG00000281008	AC004808.2	41.27	TEC	
ENSG00000233191	AC006372.2	56.87	lncRNA	
ENSG00000260027	HOXB7	54.13	protein_coding	HOXB7
ENSG00000262543	SMIM28	39.10	protein_coding	SMIM28
ENSG00000233369	GTF2IP4	46.79	transcribed_processed_pseudogene	GTF2IP4
ENSG00000166825	ANPEP	53.35	protein_coding	ANPEP
ENSG00000280266	AC006372.4	53.08	TEC	
ENSG00000218499	AL031003.1	38.37	processed_pseudogene	
ENSG00000121775	TMEM39B	48.85	protein_coding	TMEM39B
ENSG00000282806	AC068400.2	50.53	lncRNA	
ENSG00000278145	C17orf78	42.96	protein_coding	C17orf78
ENSG00000186448	ZNF197	40.20	protein_coding	ZNF197
ENSG00000233523	PHBP5	55.60	processed_pseudogene	PHBP5
ENSG00000165527	ARF6	43.29	protein_coding	ARF6
ENSG00000229949	AC005094.1	45.10	processed_pseudogene	
ENSG00000149932	TMEM219	47.42	protein_coding	TMEM219
ENSG00000282695	HMGB1P24	44.34	transcribed_processed_pseudogene	HMGB1P24
ENSG00000284837	AC007846.1	45.29	lncRNA	
ENSG00000250608	AC010210.1	41.55	lncRNA	
ENSG00000285471	AC007846.2	45.50	protein_coding	
ENSG00000282489	AC016482.1	52.10	processed_pseudogene	
ENSG00000232415	ELN-AS1	58.91	lncRNA	ELN-AS1
ENSG00000282532	AC016482.2	55.77	processed_pseudogene	
ENSG00000187391	MAGI2	36.83	protein_coding	MAGI2
ENSG00000284095	AC055733.4	68.39	TEC	
ENSG00000286928	AC012325.1	51.17	lncRNA	
ENSG00000225063	AC093422.2	46.96	lncRNA	
ENSG00000251579	AC055733.3	44.36	processed_pseudogene	
ENSG00000286510	AC018695.8	54.37	lncRNA	
ENSG00000133069	TMCC2	51.63	protein_coding	TMCC2
ENSG00000250592	AC055733.2	37.65	lncRNA	
ENSG00000216802	AL590617.1	53.61	processed_pseudogene	
ENSG00000279907	AC018695.7	57.50	TEC	
ENSG00000051620	HEBP2	47.12	protein_coding	HEBP2
ENSG00000173207	CKS1B	44.40	protein_coding	CKS1B
ENSG00000034533	ASTE1	39.70	protein_coding	ASTE1
ENSG00000275176	ACACA	41.28	protein_coding	ACACA
ENSG00000228725	MTND2P12	39.78	unprocessed_pseudogene	MTND2P12
ENSG00000235033	AL590999.1	48.10	lncRNA	
ENSG00000183765	CHEK2	43.89	protein_coding	CHEK2
ENSG00000110881	ASIC1	54.15	protein_coding	ASIC1
ENSG00000224254	MTCO1P39	44.58	unprocessed_pseudogene	MTCO1P39
ENSG00000275137	AC008746.3	56.44	lncRNA	
ENSG00000140968	IRF8	49.68	protein_coding	IRF8
ENSG00000231625	SLC47A1P2	42.22	transcribed_unprocessed_pseudogene	SLC47A1P2
ENSG00000134313	KIDINS220	38.39	protein_coding	KIDINS220
ENSG00000144792	ZNF660	45.57	protein_coding	ZNF660
ENSG00000214194	SMIM30	36.68	protein_coding	SMIM30
ENSG00000124615	MOCS1	50.32	protein_coding	MOCS1
ENSG00000145692	BHMT	41.65	protein_coding	BHMT
ENSG00000173673	HES3	65.79	protein_coding	HES3
ENSG00000272077	AC124045.1	41.53	lncRNA	
ENSG00000274594	AL391669.1	63.51	processed_pseudogene	
ENSG00000230951	GPS2P2	58.11	processed_pseudogene	GPS2P2
ENSG00000233509	ZNF197-AS1	42.54	lncRNA	ZNF197-AS1
ENSG00000283390	AC068631.3	52.89	processed_pseudogene	
ENSG00000225177	AL590617.2	53.15	lncRNA	
ENSG00000213569	AL390039.1	39.12	processed_pseudogene	
ENSG00000198088	NUP62CL	37.06	protein_coding	NUP62CL
ENSG00000138750	NUP54	36.75	protein_coding	NUP54
ENSG00000113838	TBCCD1	40.73	protein_coding	TBCCD1
ENSG00000063515	GSC2	70.67	protein_coding	GSC2
ENSG00000225457	AC073346.1	38.22	lncRNA	
ENSG00000163545	NUAK2	51.28	protein_coding	NUAK2
ENSG00000250129	AC116424.1	39.03	lncRNA	
ENSG00000260924	LINC01311	63.11	lncRNA	LINC01311
ENSG00000271780	AL118558.3	58.94	lncRNA	
ENSG00000135540	NHSL1	40.97	protein_coding	NHSL1
ENSG00000272444	AL118558.4	47.99	lncRNA	
ENSG00000243829	AC011495.1	59.25	processed_pseudogene	
ENSG00000158292	GPR153	60.53	protein_coding	GPR153
ENSG00000196954	CASP4	37.67	protein_coding	CASP4
ENSG00000203325	AL445248.1	47.71	lncRNA	
ENSG00000230428	AL049542.1	50.63	transcribed_unprocessed_pseudogene	
ENSG00000114670	NEK11	38.71	protein_coding	NEK11
ENSG00000090565	RAB11FIP3	52.85	protein_coding	RAB11FIP3
ENSG00000285163	AC092723.5	51.96	lncRNA	
ENSG00000250330	AC016559.3	47.15	processed_pseudogene	
ENSG00000268804	LINC02132	51.22	lncRNA	LINC02132
ENSG00000160688	FLAD1	51.25	protein_coding	FLAD1
ENSG00000272763	AC103702.2	52.06	lncRNA	
ENSG00000132837	DMGDH	41.48	protein_coding	DMGDH
ENSG00000285040	AC092723.4	50.71	lncRNA	
ENSG00000204070	SYS1	49.54	protein_coding	SYS1
ENSG00000269667	AC092723.1	57.85	lncRNA	
ENSG00000260643	AC092718.3	43.90	protein_coding	
ENSG00000285012	AC092723.3	50.49	lncRNA	
ENSG00000108785	HSD17B1P1	64.13	unprocessed_pseudogene	HSD17B1P1
ENSG00000242067	RPL9P28	43.35	processed_pseudogene	RPL9P28
ENSG00000249245	NCOA4P3	45.44	processed_pseudogene	NCOA4P3
ENSG00000279604	AC092723.2	53.85	TEC	
ENSG00000248356	AC093864.1	40.68	lncRNA	
ENSG00000254832	OR4A40P	41.35	unprocessed_pseudogene	OR4A40P
ENSG00000108784	NAGLU	56.84	protein_coding	NAGLU
ENSG00000244559	AC091179.2	43.75	processed_pseudogene	
ENSG00000261838	AC092718.6	41.39	lncRNA	
ENSG00000261177	AC135012.1	53.04	lncRNA	
ENSG00000255534	OR4A43P	41.74	unprocessed_pseudogene	OR4A43P
ENSG00000151611	MMAA	38.78	protein_coding	MMAA
ENSG00000244649	LINC02086	43.47	lncRNA	LINC02086
ENSG00000268078	AC135012.2	44.69	lncRNA	
ENSG00000213607	OR4A45P	42.06	unprocessed_pseudogene	OR4A45P
ENSG00000283149	AC068631.2	41.04	protein_coding	
ENSG00000260896	ARLNC1	38.70	lncRNA	ARLNC1
ENSG00000268505	AC135012.3	46.32	lncRNA	
ENSG00000237918	SAPCD1	53.77	protein_coding	SAPCD1
ENSG00000162873	KLHDC8A	50.88	protein_coding	KLHDC8A
ENSG00000197099	AC068631.1	43.24	lncRNA	
ENSG00000269186	LINC01082	43.75	lncRNA	LINC01082
ENSG00000177535	OR2B11	45.24	protein_coding	OR2B11
ENSG00000255163	HSPE1P18	41.07	processed_pseudogene	HSPE1P18
ENSG00000251330	AC114939.1	45.45	lncRNA	
ENSG00000160593	JAML	44.10	protein_coding	JAML
ENSG00000215878	MARCKSL1P2	54.51	processed_pseudogene	MARCKSL1P2
ENSG00000203664	OR2W5	44.04	transcribed_unprocessed_pseudogene	OR2W5
ENSG00000163156	SCNM1	48.32	protein_coding	SCNM1
ENSG00000268754	LINC01081	46.96	lncRNA	LINC01081
ENSG00000255419	MSH5-SAPCD1	52.43	protein_coding	MSH5-SAPCD1
ENSG00000068120	COASY	57.56	protein_coding	COASY
ENSG00000145868	FBXO38	37.05	protein_coding	FBXO38
ENSG00000268532	LINC02135	50.81	lncRNA	LINC02135
ENSG00000145103	ILDR1	44.15	protein_coding	ILDR1
ENSG00000285020	AC020765.5	60.13	unprocessed_pseudogene	
ENSG00000234741	GAS5	44.51	lncRNA	GAS5
ENSG00000232880	NDUFB4P10	41.78	processed_pseudogene	NDUFB4P10
ENSG00000259115	AL357153.3	39.84	lncRNA	
ENSG00000211892	IGHG4	63.60	IG_C_gene	IGHG4
ENSG00000133997	MED6	38.94	protein_coding	MED6
ENSG00000244274	DBNDD2	55.82	protein_coding	DBNDD2
ENSG00000237333	MSH5	51.97	protein_coding	MSH5
ENSG00000226374	LINC01345	55.23	lncRNA	LINC01345
ENSG00000146122	DAAM2	47.60	protein_coding	DAAM2
ENSG00000087086	FTL	55.82	protein_coding	FTL
ENSG00000253422	AC008677.3	41.59	processed_pseudogene	
ENSG00000233304	LINC01346	51.60	lncRNA	LINC01346
ENSG00000249829	AC016559.2	52.26	processed_pseudogene	
ENSG00000214890	AC020937.1	40.97	processed_pseudogene	
ENSG00000132840	BHMT2	43.12	protein_coding	BHMT2
ENSG00000171360	KRT38	51.65	protein_coding	KRT38
ENSG00000253673	AC025437.4	42.48	lncRNA	
ENSG00000253792	AC025437.5	48.72	lncRNA	
ENSG00000225175	AC109780.1	41.58	unprocessed_pseudogene	
ENSG00000163157	TMOD4	50.44	protein_coding	TMOD4
ENSG00000254047	AC025437.6	49.63	processed_pseudogene	
ENSG00000090520	DNAJB11	40.07	protein_coding	DNAJB11
ENSG00000281486	SNTG2	44.83	protein_coding	SNTG2
ENSG00000236473	KRT43P	46.25	unprocessed_pseudogene	KRT43P
ENSG00000231376	HMGN2P16	50.96	processed_pseudogene	HMGN2P16
ENSG00000164989	CCDC171	37.42	protein_coding	CCDC171
ENSG00000235363	SNRPGP10	39.11	processed_pseudogene	SNRPGP10
ENSG00000196950	SLC39A10	38.48	protein_coding	SLC39A10
ENSG00000266929	AC067852.1	55.06	lncRNA	
ENSG00000266962	AC067852.2	63.34	lncRNA	
ENSG00000226724	AC109780.2	40.90	unprocessed_pseudogene	
ENSG00000108786	HSD17B1	56.95	protein_coding	HSD17B1
ENSG00000235647	AL022319.1	36.85	processed_pseudogene	
ENSG00000226085	UQCRFS1P1	53.90	processed_pseudogene	UQCRFS1P1
ENSG00000090512	FETUB	41.34	protein_coding	FETUB
ENSG00000176177	ENTHD1	38.49	protein_coding	ENTHD1
ENSG00000186973	FAM183A	43.92	protein_coding	FAM183A
ENSG00000166451	CENPN	43.26	protein_coding	CENPN
ENSG00000235749	AL390860.1	36.72	lncRNA	
ENSG00000163155	LYSMD1	46.07	protein_coding	LYSMD1
ENSG00000281406	BLACAT1	55.03	protein_coding	BLACAT1
ENSG00000182487	NCF1B	54.14	transcribed_unprocessed_pseudogene	NCF1B
ENSG00000186007	LEMD1	46.82	protein_coding	LEMD1
ENSG00000281624	AC131097.5	61.65	lncRNA	
ENSG00000163154	TNFAIP8L2	51.53	protein_coding	TNFAIP8L2
ENSG00000257027	AC010186.3	41.43	lncRNA	
ENSG00000276126	GAL3ST2	63.31	protein_coding	GAL3ST2
ENSG00000257943	AC084879.1	42.35	transcribed_unitary_pseudogene	
ENSG00000163159	VPS72	47.36	protein_coding	VPS72
ENSG00000255524	NPIPB8	45.84	protein_coding	NPIPB8
ENSG00000281082	AC131097.4	54.54	lncRNA	
ENSG00000130707	ASS1	55.65	protein_coding	ASS1
ENSG00000258313	AC084879.2	43.80	lncRNA	
ENSG00000169224	GCSAML	40.49	protein_coding	GCSAML
ENSG00000241556	AC018475.1	54.62	processed_pseudogene	
ENSG00000277926	NEU4	65.60	protein_coding	NEU4
ENSG00000163352	LENEP	54.66	protein_coding	LENEP
ENSG00000281969	AL592158.1	47.02	TEC	
ENSG00000270788	PDLIM1P1	50.46	processed_pseudogene	PDLIM1P1
ENSG00000234130	AL359263.1	45.71	processed_pseudogene	
ENSG00000214900	LINC01588	45.22	lncRNA	LINC01588
ENSG00000235503	AC079799.1	35.96	lncRNA	
ENSG00000234322	ST13P18	45.67	processed_pseudogene	ST13P18
ENSG00000237381	AL023280.1	39.92	processed_pseudogene	
ENSG00000228301	RPL7P55	38.34	processed_pseudogene	RPL7P55
ENSG00000258951	KRT18P7	56.19	processed_pseudogene	KRT18P7
ENSG00000245466	AL357153.1	39.24	lncRNA	
ENSG00000231128	AL137856.1	39.05	lncRNA	
ENSG00000255297	OR4A41P	41.59	unprocessed_pseudogene	OR4A41P
ENSG00000224717	LEMD1-DT	49.66	lncRNA	LEMD1-DT
ENSG00000226652	PSMD10P2	46.39	transcribed_processed_pseudogene	PSMD10P2
ENSG00000226235	LEMD1-AS1	44.60	lncRNA	LEMD1-AS1
ENSG00000124251	TP53TG5	45.13	protein_coding	TP53TG5
ENSG00000186310	NAP1L3	42.36	protein_coding	NAP1L3
ENSG00000113905	HRG	43.62	protein_coding	HRG
ENSG00000214988	RPL7AP26	50.92	processed_pseudogene	RPL7AP26
ENSG00000227304	AC067942.1	44.68	transcribed_processed_pseudogene	
ENSG00000159917	ZNF235	39.47	protein_coding	ZNF235
ENSG00000288065	AC007881.4	38.45	lncRNA	
ENSG00000249242	TMEM150C	41.81	protein_coding	TMEM150C
ENSG00000134242	PTPN22	38.85	protein_coding	PTPN22
ENSG00000160685	ZBTB7B	60.41	protein_coding	ZBTB7B
ENSG00000151612	ZNF827	41.54	protein_coding	ZNF827
ENSG00000124370	MCEE	41.39	protein_coding	MCEE
ENSG00000241597	AC022121.1	52.33	processed_pseudogene	
ENSG00000248489	LINC02062	39.81	lncRNA	LINC02062
ENSG00000213107	AHCYP5	53.96	processed_pseudogene	AHCYP5
ENSG00000284668	LINC02780	52.11	lncRNA	LINC02780
ENSG00000254806	SYS1-DBNDD2	45.96	protein_coding	SYS1-DBNDD2
ENSG00000213139	CRYGS	37.09	protein_coding	CRYGS
ENSG00000141506	PIK3R5	47.52	protein_coding	PIK3R5
ENSG00000259982	CDC37P1	58.14	processed_pseudogene	CDC37P1
ENSG00000284703	AL805961.1	45.10	lncRNA	
ENSG00000179083	FAM133A	34.03	protein_coding	FAM133A
ENSG00000229280	EEF1DP6	56.99	processed_pseudogene	EEF1DP6
ENSG00000178723	GLULP4	50.27	processed_pseudogene	GLULP4
ENSG00000105866	SP4	38.35	protein_coding	SP4
ENSG00000254674	OR4A42P	42.00	unprocessed_pseudogene	OR4A42P
ENSG00000184110	EIF3C	48.48	protein_coding	EIF3C
ENSG00000270826	Z94722.1	35.23	processed_pseudogene	
ENSG00000226308	AL122058.1	49.94	lncRNA	
ENSG00000163354	DCST2	53.65	protein_coding	DCST2
ENSG00000243802	AC090589.1	45.86	processed_pseudogene	
ENSG00000113889	KNG1	41.77	protein_coding	KNG1
ENSG00000231005	RPL39P39	41.06	processed_pseudogene	RPL39P39
ENSG00000249444	AC114324.2	33.98	transcribed_unprocessed_pseudogene	
ENSG00000255053	OR4A44P	40.93	unprocessed_pseudogene	OR4A44P
ENSG00000131115	ZNF227	41.09	protein_coding	ZNF227
ENSG00000254067	AC123767.1	33.23	transcribed_unitary_pseudogene	
ENSG00000241985	WWTR1-IT1	46.55	lncRNA	WWTR1-IT1
ENSG00000287857	AL592546.3	35.99	lncRNA	
ENSG00000196865	NHLRC2	35.52	protein_coding	NHLRC2
ENSG00000018408	WWTR1	41.07	protein_coding	WWTR1
ENSG00000243038	AL117692.1	47.27	processed_pseudogene	
ENSG00000228867	NRM	55.13	protein_coding	NRM
ENSG00000233508	AL021395.1	49.52	lncRNA	
ENSG00000050393	MCUR1	41.24	protein_coding	MCUR1
ENSG00000237382	RPL21P121	45.99	processed_pseudogene	RPL21P121
ENSG00000285398	AC079799.2	32.81	TEC	
ENSG00000228000	RPL7AP65	49.87	processed_pseudogene	RPL7AP65
ENSG00000117266	CDK18	55.71	protein_coding	CDK18
ENSG00000161031	PGLYRP2	48.04	protein_coding	PGLYRP2
ENSG00000214544	GTF2IRD2P1	46.00	transcribed_unprocessed_pseudogene	GTF2IRD2P1
ENSG00000170381	SEMA3E	34.70	protein_coding	SEMA3E
ENSG00000177302	TOP3A	48.23	protein_coding	TOP3A
ENSG00000145192	AHSG	47.73	protein_coding	AHSG
ENSG00000249098	AC055733.1	51.06	processed_pseudogene	
ENSG00000253449	AC025437.3	39.75	lncRNA	
ENSG00000253424	AC025437.2	36.70	lncRNA	
ENSG00000253134	AC025437.1	40.28	lncRNA	
ENSG00000272576	AC027271.1	35.08	lncRNA	
ENSG00000286400	AC110926.2	40.32	lncRNA	
ENSG00000243929	AC104784.1	47.62	processed_pseudogene	
ENSG00000226038	PPIAP21	47.11	processed_pseudogene	PPIAP21
ENSG00000281094	AC233280.9	48.71	lncRNA	
ENSG00000237555	AL031681.1	52.00	processed_pseudogene	
ENSG00000211893	IGHG2	63.42	IG_C_gene	IGHG2
ENSG00000233711	EIF4EBP2P1	51.31	processed_pseudogene	EIF4EBP2P1
ENSG00000281743	AC233280.15	40.84	processed_pseudogene	
ENSG00000236817	AL606804.1	38.83	lncRNA	
ENSG00000281738	LINC01839	47.31	lncRNA	LINC01839
ENSG00000270997	AC073137.1	39.59	processed_pseudogene	
ENSG00000205578	POM121B	55.29	unprocessed_pseudogene	POM121B
ENSG00000281250	LINC02054	44.90	lncRNA	LINC02054
ENSG00000241128	OR14A2	40.75	protein_coding	OR14A2
ENSG00000126467	TSKS	51.35	protein_coding	TSKS
ENSG00000230750	SDAD1P2	40.48	processed_pseudogene	SDAD1P2
ENSG00000223823	LINC01342	65.00	lncRNA	LINC01342
ENSG00000177489	OR2G2	48.43	protein_coding	OR2G2
ENSG00000272209	AL023583.1	32.28	lncRNA	
ENSG00000017260	ATP2C1	37.56	protein_coding	ATP2C1
ENSG00000139517	LNX2	37.61	protein_coding	LNX2
ENSG00000159915	ZNF233	42.23	protein_coding	ZNF233
ENSG00000284715	AP001153.1	37.84	unprocessed_pseudogene	
ENSG00000230411	OR3D1P	43.77	unprocessed_pseudogene	OR3D1P
ENSG00000225405	RPS15AP17	45.13	processed_pseudogene	RPS15AP17
ENSG00000272141	AL390719.2	65.75	lncRNA	
ENSG00000213316	LTC4S	67.09	protein_coding	LTC4S
ENSG00000226439	AC108161.1	47.26	processed_pseudogene	
ENSG00000221888	OR1C1	35.90	protein_coding	OR1C1
ENSG00000237630	NIFKP9	53.85	processed_pseudogene	NIFKP9
ENSG00000239395	AC118470.1	36.05	protein_coding	
ENSG00000276778	LINC02227	38.58	lncRNA	LINC02227
ENSG00000153230	OR14K1	46.56	protein_coding	OR14K1
ENSG00000254350	AC091979.1	41.64	lncRNA	
ENSG00000176155	CCDC57	51.82	protein_coding	CCDC57
ENSG00000177476	OR2G3	46.24	protein_coding	OR2G3
ENSG00000272085	AC091979.2	45.79	lncRNA	
ENSG00000255551	AC027369.6	49.33	unprocessed_pseudogene	
ENSG00000241313	WWTR1-AS1	53.28	lncRNA	WWTR1-AS1
ENSG00000253364	COPDA1	62.35	lncRNA	COPDA1
ENSG00000254728	AC027369.3	46.32	unprocessed_pseudogene	
ENSG00000284824	GCSAML-AS1	43.34	protein_coding	GCSAML-AS1
ENSG00000270679	AC138473.1	47.89	processed_pseudogene	
ENSG00000254135	AC091939.1	40.85	lncRNA	
ENSG00000254920	AC027369.4	49.91	unprocessed_pseudogene	
ENSG00000279103	AC138470.1	34.32	TEC	
ENSG00000267590	NDUFA3P1	55.56	processed_pseudogene	NDUFA3P1
ENSG00000196242	OR2C3	42.49	protein_coding	OR2C3
ENSG00000241788	COX6B1P2	51.30	processed_pseudogene	COX6B1P2
ENSG00000229458	AC010157.1	34.63	lncRNA	
ENSG00000239705	AL354710.2	45.45	lncRNA	
ENSG00000114744	COMMD2	37.90	protein_coding	COMMD2
ENSG00000230617	AC079987.1	50.41	processed_pseudogene	
ENSG00000285739	AC010157.2	34.67	lncRNA	
ENSG00000150471	ADGRL3	35.25	protein_coding	ADGRL3
ENSG00000111142	METAP2	39.23	protein_coding	METAP2
ENSG00000162571	TTLL10	54.75	protein_coding	TTLL10
ENSG00000227521	AL390840.1	48.58	processed_pseudogene	
ENSG00000225738	NRG3-AS1	35.75	lncRNA	NRG3-AS1
ENSG00000253755	IGHGP	62.85	IG_C_pseudogene	IGHGP
ENSG00000159182	PRAC1	49.75	protein_coding	PRAC1
ENSG00000273221	AL355816.2	32.92	lncRNA	
ENSG00000232293	PAICSP7	37.69	processed_pseudogene	PAICSP7
ENSG00000169214	OR6F1	38.00	protein_coding	OR6F1
ENSG00000213140	ELK2AP	68.22	processed_pseudogene	ELK2AP
ENSG00000134255	CEPT1	36.54	protein_coding	CEPT1
ENSG00000206356	AC114324.1	58.53	processed_pseudogene	
ENSG00000211895	IGHA1	60.69	IG_C_gene	IGHA1
ENSG00000080572	PIH1D3	36.94	protein_coding	PIH1D3
ENSG00000231001	CCNB1IP1P3	39.20	processed_pseudogene	CCNB1IP1P3
ENSG00000185737	NRG3	37.51	protein_coding	NRG3
ENSG00000197437	OR13G1	36.70	protein_coding	OR13G1
ENSG00000271094	AL022161.1	32.39	processed_pseudogene	
ENSG00000161021	MAML1	47.65	protein_coding	MAML1
ENSG00000227762	GUSBP8	55.09	unprocessed_pseudogene	GUSBP8
ENSG00000198452	OR14L1P	34.84	transcribed_unprocessed_pseudogene	OR14L1P
ENSG00000223467	CALM1P1	41.11	processed_pseudogene	CALM1P1
ENSG00000227124	ZNF717	40.85	protein_coding	ZNF717
ENSG00000230359	TPI1P2	50.02	transcribed_processed_pseudogene	TPI1P2
ENSG00000229637	PRAC2	52.41	protein_coding	PRAC2
ENSG00000249515	LINC02113	35.62	lncRNA	LINC02113
ENSG00000228336	OR9H1P	35.87	polymorphic_pseudogene	OR9H1P
ENSG00000215085	AL365400.1	38.44	processed_pseudogene	
ENSG00000186684	CYP27C1	46.11	protein_coding	CYP27C1
ENSG00000196772	OR14A16	35.73	protein_coding	OR14A16
ENSG00000159184	HOXB13	56.32	protein_coding	HOXB13
ENSG00000232908	HSD17B7P1	44.74	processed_pseudogene	HSD17B7P1
ENSG00000224319	OR2H2	49.81	protein_coding	OR2H2
ENSG00000230576	OR6R1P	50.43	unprocessed_pseudogene	OR6R1P
ENSG00000205231	TTLL10-AS1	61.03	lncRNA	TTLL10-AS1
ENSG00000255527	AC027369.5	36.39	unprocessed_pseudogene	
ENSG00000197591	OR11L1	51.08	protein_coding	OR11L1
ENSG00000274045	AC008746.1	36.20	lncRNA	
ENSG00000242407	AC091179.1	53.76	lncRNA	
ENSG00000273098	AC005303.1	43.78	lncRNA	
ENSG00000249910	TRIM51CP	36.54	unprocessed_pseudogene	TRIM51CP
ENSG00000286839	AC093240.1	41.03	lncRNA	
ENSG00000249960	AC067942.3	47.79	processed_pseudogene	
ENSG00000279481	AC104791.2	39.25	TEC	
ENSG00000204053	MYCLP1	57.58	processed_pseudogene	MYCLP1
ENSG00000237136	C4orf51	41.96	protein_coding	C4orf51
ENSG00000275797	AC008746.4	50.68	lncRNA	
ENSG00000254517	AC027369.2	39.56	unprocessed_pseudogene	
ENSG00000248113	AC067942.2	44.48	processed_pseudogene	
ENSG00000138640	FAM13A	38.27	protein_coding	FAM13A
ENSG00000234634	LINC02093	39.50	lncRNA	LINC02093
ENSG00000238243	OR2W3	56.93	protein_coding	OR2W3
ENSG00000251687	AC104791.1	46.23	lncRNA	
ENSG00000162722	TRIM58	43.73	protein_coding	TRIM58
ENSG00000188993	LRRC66	38.90	protein_coding	LRRC66
ENSG00000124383	MPHOSPH10	40.22	protein_coding	MPHOSPH10
ENSG00000266654	AC129510.2	49.12	lncRNA	
ENSG00000265678	AC129510.1	58.15	lncRNA	
ENSG00000215199	YWHAZP6	43.09	processed_pseudogene	YWHAZP6
ENSG00000228826	AL592494.1	38.53	lncRNA	
ENSG00000179776	CDH5	49.55	protein_coding	CDH5
ENSG00000277142	LINC00235	61.70	lncRNA	LINC00235
ENSG00000258800	AL136038.2	41.87	lncRNA	
ENSG00000225528	Z82206.1	45.16	protein_coding	
ENSG00000140006	WDR89	41.20	protein_coding	WDR89
ENSG00000100351	GRAP2	44.48	protein_coding	GRAP2
ENSG00000235054	LINC01777	43.57	lncRNA	LINC01777
ENSG00000278894	AC073348.1	41.99	TEC	
